system,step,escape,basin,truth,constraint,coherence,option_density,discoveries,survivability
antifragile_escape,89,0.9,0.622075,0.997943,0.975856,0.977306,0.5,0,0.824492
antifragile_escape,90,0.9,0.634592,1.0,0.975542,0.978081,0.5,0,0.828698
antifragile_escape,91,0.9,0.654808,1.0,0.976983,0.981413,0.5,0,0.835831
antifragile_escape,92,0.9,0.661072,0.999845,0.979318,0.981242,0.5,0,0.837379
antifragile_escape,93,0.9,0.648088,0.993144,0.976971,0.979345,0.5,0,0.83171
antifragile_escape,94,0.9,0.660536,0.987505,0.979508,0.98029,0.5,0,0.834495
antifragile_escape,95,0.9,0.665619,0.991465,0.977875,0.981224,0.5,0,0.837257
antifragile_escape,96,0.9,0.66927,1.0,0.979647,0.984971,0.5,0,0.841642
antifragile_escape,97,0.9,0.677516,0.999659,0.979023,0.983506,0.5,0,0.843046
antifragile_escape,98,0.9,0.674304,1.0,0.985946,0.988964,0.5,0,0.84439
antifragile_escape,99,0.9,0.681535,0.998148,0.991835,0.98687,0.5,0,0.845582
antifragile_escape,100,0.9,0.669209,0.989214,1.0,0.989096,0.5,0,0.842941
antifragile_escape,101,0.9,0.660789,0.971638,0.996739,0.979068,0.5,0,0.836817
antifragile_escape,102,0.9,0.659912,0.974985,0.987437,0.979095,0.5,0,0.835289
antifragile_escape,103,0.9,0.662823,0.98022,0.989751,0.983367,0.5,0,0.838189
antifragile_escape,104,0.9,0.673606,0.990381,0.984131,0.986179,0.5,0,0.841724
antifragile_escape,105,0.9,0.675675,0.998992,0.981787,0.986739,0.5,0,0.844138
antifragile_escape,106,0.9,0.681341,1.0,0.979973,0.984529,0.5,0,0.844637
antifragile_escape,107,0.9,0.68856,0.990605,0.984191,0.986067,0.5,0,0.845536
antifragile_escape,108,0.9,0.673006,0.98607,0.974382,0.977707,0.5,0,0.837021
antifragile_escape,109,0.9,0.675172,0.984823,0.973929,0.977305,0.5,0,0.837452
antifragile_escape,110,0.9,0.684427,0.989096,0.97675,0.980484,0.5,0,0.842131
antifragile_escape,111,0.9,0.704307,0.988788,0.975363,0.978864,0.5,0,0.846675
antifragile_escape,112,0.9,0.697951,0.983675,0.975422,0.978128,0.5,0,0.844168
antifragile_escape,113,0.9,0.695427,0.989396,0.98034,0.982765,0.5,0,0.845843
antifragile_escape,114,0.9,0.703415,0.990731,0.972037,0.976915,0.5,0,0.846101
antifragile_escape,115,0.9,0.699817,0.992052,0.963856,0.972305,0.5,0,0.844295
antifragile_escape,116,0.9,0.701397,0.994389,0.950105,0.961802,0.5,0,0.840597
antifragile_escape,117,0.9,0.69642,0.998785,0.963067,0.969628,0.5,0,0.842444
antifragile_escape,118,0.9,0.701903,1.0,0.956456,0.965625,0.5,0,0.842747
antifragile_escape,119,0.9,0.692289,0.992314,0.954768,0.96337,0.5,0,0.837758
antifragile_escape,120,0.9,0.697823,0.981814,0.958747,0.964739,0.5,0,0.837925
antifragile_escape,121,0.9,0.696402,0.978351,0.962802,0.967693,0.5,0,0.838587
antifragile_escape,122,0.9,0.686517,0.982004,0.957326,0.964671,0.5,0,0.835336
antifragile_escape,123,0.9,0.693688,0.977517,0.950466,0.959138,0.5,0,0.835185
antifragile_escape,124,0.9,0.692376,0.986665,0.948793,0.95989,0.5,0,0.8363
antifragile_escape,125,0.9,0.691019,0.989753,0.946596,0.958468,0.5,0,0.835635
antifragile_escape,126,0.9,0.686294,0.975477,0.957308,0.963251,0.5,0,0.835654
antifragile_escape,127,0.9,0.674399,0.974095,0.956428,0.96219,0.5,0,0.831652
antifragile_escape,128,0.9,0.682636,0.977749,0.948315,0.957997,0.5,0,0.832789
antifragile_escape,129,0.9,0.687611,0.976162,0.948476,0.957615,0.5,0,0.83388
antifragile_escape,130,0.9,0.681045,0.966245,0.950473,0.955376,0.5,0,0.830066
antifragile_escape,131,0.9,0.683252,0.976914,0.944821,0.955358,0.5,0,0.831866
antifragile_escape,132,0.9,0.679899,0.978431,0.953178,0.961492,0.5,0,0.833207
antifragile_escape,133,0.9,0.683359,0.973439,0.952041,0.959099,0.5,0,0.832732
antifragile_escape,134,0.9,0.674034,0.976852,0.949845,0.958026,0.5,0,0.82837
antifragile_escape,135,0.9,0.679813,0.973022,0.942927,0.952598,0.5,0,0.828045
antifragile_escape,136,0.9,0.702473,0.976072,0.946372,0.95573,0.5,0,0.835844
antifragile_escape,137,0.9,0.711074,0.984052,0.944295,0.955495,0.5,0,0.839004
antifragile_escape,138,0.9,0.721,0.993354,0.942634,0.954899,0.5,0,0.842818
antifragile_escape,139,0.9,0.722634,0.999197,0.930248,0.945416,0.5,0,0.840406
antifragile_escape,140,0.9,0.707672,0.993431,0.926124,0.941998,0.5,0,0.833934
antifragile_escape,141,0.9,0.709311,0.987375,0.92723,0.943519,0.5,0,0.834494
antifragile_escape,142,0.9,0.705626,0.990973,0.927327,0.944694,0.5,0,0.834774
antifragile_escape,143,0.9,0.71484,0.98494,0.928679,0.944692,0.5,0,0.836387
antifragile_escape,144,0.9,0.705932,0.98935,0.927971,0.943808,0.5,0,0.833748
antifragile_escape,145,0.9,0.718556,0.975874,0.920403,0.935927,0.5,0,0.83193
antifragile_escape,146,0.9,0.724417,0.980951,0.915122,0.93165,0.5,0,0.832272
antifragile_escape,147,0.9,0.728483,0.984617,0.91566,0.932803,0.5,0,0.834577
antifragile_escape,148,0.9,0.738305,0.98976,0.907594,0.924287,0.5,0,0.834228
antifragile_escape,149,0.9,0.751407,0.983837,0.898246,0.917849,0.5,0,0.834543
antifragile_escape,150,0.9,0.769388,0.987252,0.89801,0.916685,0.5,0,0.83946
antifragile_escape,151,0.9,0.770594,0.981411,0.912301,0.929216,0.5,0,0.844213
antifragile_escape,152,0.9,0.766827,0.986906,0.917858,0.934283,0.5,0,0.846151
antifragile_escape,153,0.9,0.77551,0.991602,0.923289,0.939028,0.5,0,0.851289
antifragile_escape,154,0.9,0.779779,0.98843,0.917114,0.936398,0.5,0,0.85176
antifragile_escape,155,0.9,0.794252,0.990188,0.926842,0.94366,0.5,0,0.858798
antifragile_escape,156,0.9,0.789105,0.992762,0.928638,0.943691,0.5,0,0.857247
antifragile_escape,157,0.9,0.792067,1.0,0.935402,0.948936,0.5,0,0.861289
antifragile_escape,158,0.9,0.796021,0.998783,0.930174,0.945117,0.5,0,0.860722
antifragile_escape,159,0.9,0.789618,1.0,0.93389,0.944661,0.5,0,0.858531
antifragile_escape,160,0.9,0.801184,1.0,0.941341,0.949895,0.5,0,0.863846
antifragile_escape,161,0.9,0.796114,1.0,0.944766,0.954967,0.5,0,0.864655
antifragile_escape,162,0.9,0.798656,0.992535,0.943934,0.954669,0.5,0,0.864051
antifragile_escape,163,0.9,0.797633,0.994198,0.942009,0.952505,0.5,0,0.863058
antifragile_escape,164,0.9,0.798017,0.995777,0.944785,0.952379,0.5,0,0.863175
antifragile_escape,165,0.9,0.813119,0.988887,0.933168,0.941084,0.5,0,0.861452
antifragile_escape,166,0.9,0.816967,0.988399,0.941763,0.939469,0.5,0,0.86197
antifragile_escape,167,0.9,0.833058,0.98186,0.940625,0.937424,0.5,0,0.864443
antifragile_escape,168,0.9,0.834048,0.99078,0.952813,0.942257,0.5,0,0.869002
antifragile_escape,169,0.9,0.837933,1.0,0.953178,0.943236,0.5,0,0.872173
antifragile_escape,170,0.9,0.866964,1.0,0.949852,0.945614,0.5,0,0.880827
antifragile_escape,171,0.9,0.866645,1.0,0.951022,0.947676,0.5,0,0.881521
antifragile_escape,172,0.9,0.872938,1.0,0.94036,0.94414,0.5,0,0.881538
antifragile_escape,173,0.9,0.865,0.99965,0.942033,0.943634,0.5,0,0.8791
antifragile_escape,174,0.9,0.857862,0.997215,0.93966,0.942678,0.5,0,0.876202
antifragile_escape,175,0.9,0.853399,1.0,0.94122,0.938295,0.5,0,0.87396
antifragile_escape,176,0.9,0.856901,0.998674,0.941752,0.939159,0.5,0,0.875018
antifragile_escape,177,0.9,0.868082,0.992034,0.935862,0.933546,0.5,0,0.874567
antifragile_escape,178,0.9,0.881641,0.989602,0.922109,0.92162,0.5,0,0.872941
antifragile_escape,179,0.9,0.88078,0.987355,0.923867,0.922469,0.5,0,0.872658
antifragile_escape,180,0.9,0.878971,0.982429,0.928232,0.920787,0.5,0,0.870913
antifragile_escape,181,0.9,0.883392,0.981889,0.939169,0.924397,0.5,0,0.874196
antifragile_escape,182,0.9,0.885188,0.974582,0.94078,0.922067,0.5,0,0.872813
antifragile_escape,183,0.9,0.891965,0.978413,0.938208,0.925851,0.5,0,0.876307
antifragile_escape,184,0.9,0.907055,0.982013,0.9476,0.922956,0.5,0,0.881356
antifragile_escape,185,0.9,0.903719,0.983081,0.945198,0.922647,0.5,0,0.880235
antifragile_escape,186,0.9,0.905961,0.985895,0.944879,0.923937,0.5,0,0.881729
antifragile_escape,187,0.9,0.913148,0.993164,0.955843,0.930026,0.5,0,0.88818
antifragile_escape,188,0.9,0.907541,0.99277,0.962351,0.936702,0.5,0,0.889329
antifragile_escape,189,0.9,0.918232,0.995857,0.97029,0.941302,0.5,0,0.895247
antifragile_escape,190,0.9,0.924519,0.978354,0.97317,0.926102,0.5,0,0.890095
antifragile_escape,191,0.9,0.931733,0.981644,0.966721,0.923496,0.5,0,0.89094
antifragile_escape,192,0.9,0.931461,0.995461,0.967362,0.927558,0.5,0,0.894472
antifragile_escape,193,0.9,0.936109,0.989536,0.967343,0.928364,0.5,0,0.894989
antifragile_escape,194,0.9,0.937662,0.985288,0.97353,0.930782,0.5,0,0.896299
antifragile_escape,195,0.9,0.940413,0.986915,0.977749,0.928654,0.5,0,0.897353
antifragile_escape,196,0.9,0.95285,0.984697,0.969684,0.930092,0.5,0,0.899693
antifragile_escape,197,0.9,0.944205,0.986374,0.974692,0.934074,0.5,0,0.899429
antifragile_escape,198,0.9,0.93657,0.988627,0.973372,0.933098,0.5,0,0.897191
antifragile_escape,199,0.9,0.952005,0.999617,0.981783,0.936433,0.5,0,0.905525
antifragile_escape,200,0.9,0.961739,1.0,0.982925,0.941392,0.5,0,0.909911
antifragile_escape,201,0.9,0.959505,0.997513,0.987063,0.943102,0.5,0,0.909972
antifragile_escape,202,0.9,0.968466,0.995313,0.991854,0.946375,0.5,0,0.913791
antifragile_escape,203,0.9,0.983604,0.9924,0.982083,0.940887,0.5,0,0.914504
antifragile_escape,204,0.9,0.987621,0.990906,0.980413,0.944167,0.5,0,0.91608
antifragile_escape,205,0.9,0.99375,0.993543,0.984494,0.937126,0.5,0,0.916811
antifragile_escape,206,0.9,0.979908,0.993886,0.98477,0.942875,0.5,0,0.914684
antifragile_escape,207,0.9,0.98513,0.991004,0.98798,0.941865,0.5,0,0.91588
antifragile_escape,208,0.9,0.996619,0.987834,0.993049,0.946094,0.5,0,0.920615
antifragile_escape,209,0.9,1.0,0.992263,0.993797,0.944588,0.5,0,0.921931
antifragile_escape,210,0.9,0.999299,0.995671,0.988185,0.947091,0.5,0,0.922128
antifragile_escape,211,0.9,1.0,0.996413,1.0,0.943997,0.5,0,0.923387
antifragile_escape,212,0.9,1.0,0.998951,1.0,0.947383,0.5,0,0.924751
antifragile_escape,213,0.9,1.0,0.996232,1.0,0.945222,0.5,0,0.92371
antifragile_escape,214,0.9,0.995024,0.999036,1.0,0.946369,0.5,0,0.923081
antifragile_escape,215,0.9,0.989707,0.99768,0.990443,0.941843,0.5,0,0.918602
antifragile_escape,216,0.9,1.0,1.0,0.987111,0.948724,0.5,0,0.923345
antifragile_escape,217,0.9,1.0,1.0,0.987735,0.950277,0.5,0,0.923884
antifragile_escape,218,0.9,0.992415,0.990738,0.991895,0.949658,0.5,0,0.920724
antifragile_escape,219,0.9,0.996083,0.995689,0.993136,0.948619,0.5,0,0.922425
antifragile_escape,220,0.9,0.999147,1.0,0.996238,0.95482,0.5,0,0.926225
antifragile_escape,221,0.9,1.0,1.0,0.999902,0.958486,0.5,0,0.928083
antifragile_escape,222,0.9,1.0,0.991865,0.995136,0.963087,0.5,0,0.927387
antifragile_escape,223,0.9,1.0,0.990395,0.988318,0.961595,0.5,0,0.925657
antifragile_escape,224,0.9,1.0,0.997385,0.986379,0.964078,0.5,0,0.927234
antifragile_escape,225,0.9,1.0,0.997455,0.982147,0.962678,0.5,0,0.926255
antifragile_escape,226,0.9,1.0,1.0,0.981907,0.962313,0.5,0,0.92656
antifragile_escape,227,0.9,0.996446,0.998422,0.978146,0.967333,0.5,0,0.926313
antifragile_escape,228,0.9,1.0,0.998823,0.978798,0.967699,0.5,0,0.927566
antifragile_escape,229,0.9,1.0,0.984928,0.967204,0.96196,0.5,0,0.921987
antifragile_escape,230,0.9,1.0,0.988062,0.965541,0.964914,0.5,0,0.923435
antifragile_escape,231,0.9,1.0,0.994072,0.967853,0.96431,0.5,0,0.924535
antifragile_escape,232,0.9,1.0,0.994196,0.97732,0.958856,0.5,0,0.923927
antifragile_escape,233,0.9,0.994103,0.99213,0.976237,0.952875,0.5,0,0.920024
antifragile_escape,234,0.9,0.990817,1.0,0.987514,0.955022,0.5,0,0.922648
antifragile_escape,235,0.9,0.985223,0.988551,0.987057,0.950298,0.5,0,0.917793
antifragile_escape,236,0.9,0.976021,0.984204,0.988202,0.952295,0.5,0,0.915295
antifragile_escape,237,0.9,0.969058,0.989641,0.983632,0.955935,0.5,0,0.914537
antifragile_escape,238,0.9,0.961646,0.987947,0.986145,0.959595,0.5,0,0.913621
antifragile_escape,239,0.9,0.977501,0.994229,0.984877,0.963914,0.5,0,0.920141
antifragile_escape,240,0.9,0.996785,0.986974,0.979614,0.969173,0.5,0,0.925094
antifragile_escape,241,0.9,0.989804,0.984312,0.982535,0.969649,0.5,0,0.923254
antifragile_escape,242,0.9,0.98801,0.980345,0.9776,0.977961,0.5,0,0.923874
antifragile_escape,243,0.9,0.998705,0.977796,0.976924,0.975508,0.5,0,0.925529
antifragile_escape,244,0.9,0.99128,0.967368,0.963877,0.964943,0.5,0,0.917156
antifragile_escape,245,0.9,0.994525,0.975751,0.967051,0.969074,0.5,0,0.921279
antifragile_escape,246,0.9,1.0,0.980598,0.964237,0.968265,0.5,0,0.923546
antifragile_escape,247,0.9,0.999204,0.974242,0.957833,0.962872,0.5,0,0.920494
antifragile_escape,248,0.9,0.996463,0.974906,0.962083,0.966253,0.5,0,0.921513
antifragile_escape,249,0.9,1.0,0.96939,0.972928,0.970501,0.5,0,0.923632
antifragile_escape,250,0.9,1.0,0.967517,0.962612,0.964079,0.5,0,0.920591
antifragile_escape,251,0.9,1.0,0.977255,0.958563,0.964244,0.5,0,0.921902
antifragile_escape,252,0.9,0.998572,0.982348,0.959144,0.966525,0.5,0,0.924094
antifragile_escape,253,0.9,1.0,0.983278,0.96472,0.970534,0.5,0,0.925843
antifragile_escape,254,0.9,1.0,0.978589,0.969384,0.97234,0.5,0,0.926548
antifragile_escape,255,0.9,1.0,0.987705,0.967734,0.974083,0.5,0,0.928385
antifragile_escape,256,0.9,1.0,0.984348,0.978087,0.979986,0.5,0,0.930624
antifragile_escape,257,0.9,1.0,0.971631,0.966432,0.967257,0.5,0,0.924922
antifragile_escape,258,0.9,1.0,0.964228,0.96695,0.963727,0.5,0,0.923259
antifragile_escape,259,0.9,1.0,0.962295,0.965231,0.962461,0.5,0,0.920917
antifragile_escape,260,0.9,1.0,0.95358,0.961944,0.956116,0.5,0,0.917192
antifragile_escape,261,0.9,1.0,0.941984,0.966375,0.950016,0.5,0,0.915759
antifragile_escape,262,0.9,0.983754,0.937142,0.974432,0.946714,0.5,0,0.909427
antifragile_escape,263,0.9,0.977914,0.943202,0.970882,0.951116,0.5,0,0.909135
antifragile_escape,264,0.9,0.996204,0.943097,0.973709,0.949724,0.5,0,0.913576
antifragile_escape,265,0.9,0.99372,0.940848,0.974091,0.945497,0.5,0,0.910997
antifragile_escape,266,0.9,1.0,0.943765,0.965065,0.947537,0.5,0,0.911917
antifragile_escape,267,0.9,0.988576,0.938419,0.971009,0.944736,0.5,0,0.90879
antifragile_escape,268,0.9,1.0,0.942437,0.975525,0.951599,0.5,0,0.916399
antifragile_escape,269,0.9,0.997217,0.946132,0.978639,0.954116,0.5,0,0.916828
antifragile_escape,270,0.9,1.0,0.949149,0.974664,0.956721,0.5,0,0.918472
antifragile_escape,271,0.9,1.0,0.953519,0.967409,0.95811,0.5,0,0.918425
antifragile_escape,272,0.9,1.0,0.952173,0.965005,0.956411,0.5,0,0.917296
antifragile_escape,273,0.9,1.0,0.958608,0.955292,0.955441,0.5,0,0.91726
antifragile_escape,274,0.9,1.0,0.952658,0.96414,0.956054,0.5,0,0.918789
antifragile_escape,275,0.9,0.991482,0.95856,0.967272,0.961331,0.5,0,0.917527
antifragile_escape,276,0.9,0.997998,0.962709,0.968977,0.964547,0.5,0,0.921042
antifragile_escape,277,0.9,1.0,0.946238,0.96768,0.953291,0.5,0,0.916971
antifragile_escape,278,0.9,1.0,0.954784,0.961794,0.956549,0.5,0,0.918121
antifragile_escape,279,0.9,0.998225,0.964534,0.959288,0.960309,0.5,0,0.919744
antifragile_escape,280,0.9,1.0,0.968846,0.958991,0.961898,0.5,0,0.921594
antifragile_escape,281,0.9,1.0,0.967512,0.95857,0.961179,0.5,0,0.920854
antifragile_escape,282,0.9,1.0,0.969684,0.963293,0.964976,0.5,0,0.922568
antifragile_escape,283,0.9,1.0,0.983657,0.954604,0.963953,0.5,0,0.924327
antifragile_escape,284,0.9,0.996783,0.997353,0.961467,0.971863,0.5,0,0.92831
antifragile_escape,285,0.9,0.998645,0.996148,0.964566,0.973888,0.5,0,0.929416
antifragile_escape,286,0.9,0.994953,1.0,0.970787,0.97897,0.5,0,0.930805
antifragile_escape,287,0.9,0.996386,0.994426,0.96615,0.973378,0.5,0,0.92752
antifragile_escape,288,0.9,0.999318,0.991895,0.94908,0.95951,0.5,0,0.922273
antifragile_escape,289,0.9,0.997601,0.994218,0.941734,0.95609,0.5,0,0.921554
antifragile_escape,290,0.9,1.0,1.0,0.951975,0.963732,0.5,0,0.925825
antifragile_escape,291,0.9,1.0,1.0,0.952285,0.963478,0.5,0,0.925589
antifragile_escape,292,0.9,1.0,1.0,0.953764,0.966565,0.5,0,0.92754
antifragile_escape,293,0.9,1.0,0.995652,0.949548,0.963015,0.5,0,0.925698
antifragile_escape,294,0.9,1.0,0.988019,0.942375,0.955604,0.5,0,0.921116
antifragile_escape,295,0.9,1.0,0.995004,0.943424,0.954556,0.5,0,0.920829
antifragile_escape,296,0.9,1.0,1.0,0.93579,0.94891,0.5,0,0.919447
antifragile_escape,297,0.9,1.0,1.0,0.937736,0.950926,0.5,0,0.920333
antifragile_escape,298,0.9,0.997124,1.0,0.930719,0.946597,0.5,0,0.918032
antifragile_escape,299,0.9,0.995794,0.999864,0.928341,0.9434,0.5,0,0.916096
antifragile_escape,300,0.9,0.990562,1.0,0.922845,0.940731,0.5,0,0.913918
antifragile_escape,301,0.9,0.989631,0.996252,0.932308,0.947723,0.5,0,0.915811
antifragile_escape,302,0.9,0.997221,0.983683,0.933376,0.948671,0.5,0,0.91746
antifragile_escape,303,0.9,1.0,0.987291,0.940056,0.952545,0.5,0,0.91913
antifragile_escape,304,0.9,1.0,0.983251,0.949103,0.958326,0.5,0,0.920539
antifragile_escape,305,0.9,0.993456,0.967081,0.948696,0.95473,0.5,0,0.9152
antifragile_escape,306,0.9,1.0,0.974918,0.948679,0.954711,0.5,0,0.916947
antifragile_escape,307,0.9,1.0,0.977266,0.955574,0.957244,0.5,0,0.918152
antifragile_escape,308,0.9,0.995925,0.982207,0.94632,0.949338,0.5,0,0.914707
antifragile_escape,309,0.9,0.997437,0.987595,0.948794,0.950693,0.5,0,0.916735
antifragile_escape,310,0.9,0.999144,0.977154,0.944978,0.950266,0.5,0,0.915094
antifragile_escape,311,0.9,0.990208,0.973255,0.942567,0.948165,0.5,0,0.911032
