agent,step,perturbation,memory,intent,correction,constraint,truth,coherence,gv_intelligence
recoverable_intelligence,37,0.0,0.975872,0.975593,0.97615,0.975069,0.9754,0.975337,0.975601
recoverable_intelligence,38,0.0,0.989539,0.988866,0.990202,0.98758,0.988396,0.988238,0.988878
recoverable_intelligence,39,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
recoverable_intelligence,40,0.196575,0.874316,0.884145,0.893973,0.966706,0.970638,0.886536,0.918248
recoverable_intelligence,41,0.0,0.902824,0.908975,0.921205,0.978529,0.982649,0.912868,0.939115
recoverable_intelligence,42,0.0,0.908584,0.9121,0.925406,0.970917,0.97495,0.916803,0.93865
recoverable_intelligence,43,0.0,0.926876,0.92824,0.942315,0.97761,0.981729,0.93352,0.951592
recoverable_intelligence,44,0.0,0.940472,0.940324,0.954449,0.981832,0.985884,0.945803,0.960808
recoverable_intelligence,45,0.0,0.953396,0.952197,0.965928,0.987118,0.991022,0.957635,0.970126
recoverable_intelligence,46,0.0,0.974017,0.972152,0.985133,1.0,1.0,0.977212,0.986426
recoverable_intelligence,47,0.0,0.98158,0.979516,0.991163,1.0,1.0,0.983904,0.990586
recoverable_intelligence,48,0.0,0.994748,0.99265,1.0,1.0,1.0,0.995112,0.997536
recoverable_intelligence,49,0.0,0.996613,0.994722,1.0,1.0,1.0,0.996613,0.998305
recoverable_intelligence,50,0.0,1.0,0.999819,1.0,1.0,1.0,0.999909,0.999964
recoverable_intelligence,51,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
recoverable_intelligence,52,0.0,0.978143,0.978143,0.978143,0.978143,0.978143,0.978143,0.978143
recoverable_intelligence,53,0.0,0.976888,0.976495,0.977282,0.975761,0.976224,0.976136,0.976508
recoverable_intelligence,54,0.0,0.973577,0.972824,0.974316,0.971381,0.972297,0.972119,0.972836
recoverable_intelligence,55,0.0,0.968274,0.967154,0.969356,0.964957,0.96636,0.966081,0.967155
recoverable_intelligence,56,0.0,0.969287,0.967757,0.970744,0.964699,0.96666,0.966264,0.967739
recoverable_intelligence,57,0.0,0.996686,0.994824,0.998435,0.99102,0.993471,0.992967,0.994776
recoverable_intelligence,58,0.0,0.984236,0.982582,0.985729,0.979024,0.981343,0.980845,0.98248
recoverable_intelligence,59,0.0,1.0,0.999614,1.0,0.995864,0.998323,0.99758,0.998671
recoverable_intelligence,60,0.159133,0.907454,0.91508,0.923367,0.978567,0.983972,0.917123,0.941922
recoverable_intelligence,61,0.0,0.924887,0.92975,0.939602,0.983374,0.988523,0.93284,0.953448
recoverable_intelligence,62,0.0,0.945849,0.948659,0.959267,0.994003,0.998826,0.952355,0.969525
recoverable_intelligence,63,0.0,0.96529,0.966721,0.977267,1.0,1.0,0.970319,0.982028
recoverable_intelligence,64,0.0,0.982813,0.983413,0.993259,1.0,1.0,0.986208,0.992021
recoverable_intelligence,65,0.0,0.980366,0.980571,0.989242,0.994769,0.994769,0.983122,0.98805
recoverable_intelligence,66,0.0,0.976612,0.976433,0.984243,0.988411,0.988522,0.978804,0.982936
recoverable_intelligence,67,0.0,0.99327,0.992697,0.999949,1.0,1.0,0.994608,0.997248
recoverable_intelligence,68,0.0,0.991491,0.990879,0.997089,0.99713,0.99713,0.99256,0.994799
recoverable_intelligence,69,0.0,0.973734,0.973057,0.978477,0.978312,0.978373,0.974549,0.976437
recoverable_intelligence,70,0.0,0.96099,0.959937,0.965352,0.963707,0.96422,0.961311,0.962875
recoverable_intelligence,71,0.0,0.953518,0.951915,0.957797,0.953922,0.955137,0.952986,0.954468
recoverable_intelligence,72,0.0,0.968505,0.966296,0.972851,0.966466,0.968498,0.966751,0.968497
recoverable_intelligence,73,0.0,0.975744,0.973286,0.979874,0.972305,0.97478,0.973232,0.975146
recoverable_intelligence,74,0.0,0.990031,0.98749,0.993854,0.98572,0.988456,0.987045,0.989042
recoverable_intelligence,75,0.0,0.985237,0.982883,0.988552,0.980887,0.983567,0.982295,0.984154
recoverable_intelligence,76,0.0,0.990007,0.987726,0.99299,0.985376,0.988107,0.986933,0.988764
recoverable_intelligence,77,0.0,1.0,0.998877,1.0,0.996374,0.999056,0.997865,0.998799
recoverable_intelligence,78,0.0,0.99536,0.994399,0.99536,0.992134,0.99454,0.993472,0.994302
recoverable_intelligence,79,0.0,1.0,1.0,1.0,0.999854,1.0,0.999927,0.999968
recoverable_intelligence,80,0.103376,0.937697,0.942866,0.948035,0.986154,0.988352,0.944121,0.960774
recoverable_intelligence,81,0.0,0.942064,0.945367,0.951663,0.981957,0.984158,0.947353,0.961187
recoverable_intelligence,82,0.0,0.933512,0.935297,0.942426,0.966011,0.968306,0.937821,0.949247
recoverable_intelligence,83,0.0,0.951588,0.951919,0.960094,0.977068,0.979781,0.954996,0.96422
recoverable_intelligence,84,0.0,0.95239,0.951801,0.960236,0.972559,0.975401,0.955057,0.962596
recoverable_intelligence,85,0.0,0.96029,0.958929,0.967581,0.975776,0.978826,0.962288,0.968387
recoverable_intelligence,86,0.0,0.973934,0.972055,0.980627,0.985661,0.988823,0.97536,0.980315
recoverable_intelligence,87,0.0,0.984855,0.982777,0.990812,0.993942,0.996992,0.985855,0.989957
recoverable_intelligence,88,0.0,0.997289,0.995238,1.0,1.0,1.0,0.997049,0.998537
recoverable_intelligence,89,0.0,0.996251,0.994446,0.998523,0.998523,0.998523,0.996011,0.99728
recoverable_intelligence,90,0.0,0.990509,0.988896,0.992439,0.992336,0.992368,0.990254,0.991332
recoverable_intelligence,91,0.0,0.990851,0.9893,0.992604,0.991987,0.992176,0.990489,0.9914
recoverable_intelligence,92,0.0,0.967023,0.96553,0.968626,0.967561,0.967896,0.966549,0.967338
recoverable_intelligence,93,0.0,0.950658,0.948787,0.952566,0.949436,0.950414,0.949407,0.95036
recoverable_intelligence,94,0.0,0.938811,0.936322,0.941264,0.935178,0.937099,0.936142,0.937678
recoverable_intelligence,95,0.0,0.933765,0.930533,0.936878,0.927375,0.930418,0.929358,0.931682
recoverable_intelligence,96,0.0,0.950492,0.946532,0.954236,0.94139,0.945572,0.944354,0.947478
recoverable_intelligence,97,0.0,0.94493,0.94065,0.948892,0.934278,0.939152,0.937834,0.941382
recoverable_intelligence,98,0.0,0.948179,0.943524,0.952419,0.935861,0.941487,0.940042,0.944062
recoverable_intelligence,99,0.0,0.976062,0.971145,0.980472,0.962431,0.968676,0.967118,0.971498
recoverable_intelligence,100,0.189025,0.887039,0.89185,0.909988,0.962519,0.97252,0.897886,0.925121
recoverable_intelligence,101,0.0,0.891335,0.893419,0.912186,0.952653,0.962132,0.900088,0.922653
recoverable_intelligence,102,0.0,0.905857,0.905685,0.924911,0.954798,0.964034,0.912785,0.931338
recoverable_intelligence,103,0.0,0.906858,0.905016,0.924177,0.945538,0.954516,0.91223,0.927473
recoverable_intelligence,104,0.0,0.916861,0.913608,0.932739,0.946465,0.955417,0.92083,0.933242
recoverable_intelligence,105,0.0,0.942934,0.938653,0.957451,0.96498,0.973888,0.945669,0.955776
recoverable_intelligence,106,0.0,0.926269,0.921578,0.9392,0.942937,0.951415,0.928076,0.936446
recoverable_intelligence,107,0.0,0.94473,0.939387,0.95666,0.955753,0.964325,0.945467,0.952307
recoverable_intelligence,108,0.0,0.95725,0.951681,0.968027,0.964204,0.972586,0.957142,0.962857
recoverable_intelligence,109,0.0,0.955263,0.949727,0.96487,0.959243,0.967281,0.954502,0.959357
recoverable_intelligence,110,0.0,0.94082,0.935275,0.949503,0.942052,0.949896,0.939349,0.943561
recoverable_intelligence,111,0.0,0.951489,0.945678,0.959674,0.949531,0.957572,0.948918,0.952802
recoverable_intelligence,112,0.0,0.951405,0.945558,0.95899,0.947161,0.955213,0.947932,0.951643
recoverable_intelligence,113,0.0,0.962768,0.956887,0.969862,0.956484,0.964597,0.95836,0.962061
recoverable_intelligence,114,0.0,0.969127,0.963423,0.975615,0.961616,0.969584,0.964147,0.967788
recoverable_intelligence,115,0.0,0.998155,0.992717,1.0,0.98988,0.997613,0.992848,0.99557
recoverable_intelligence,116,0.0,0.994864,0.990176,0.99641,0.987407,0.994337,0.99014,0.992543
recoverable_intelligence,117,0.0,0.980343,0.976238,0.981703,0.973445,0.97973,0.976026,0.978201
recoverable_intelligence,118,0.0,0.986217,0.982349,0.987686,0.979066,0.985087,0.981788,0.983981
recoverable_intelligence,119,0.0,0.99175,0.98819,0.993202,0.984677,0.990349,0.987399,0.989531
recoverable_intelligence,120,0.149159,0.923576,0.927838,0.939831,0.986963,0.995196,0.931952,0.954931
recoverable_intelligence,121,0.0,0.941309,0.943583,0.956015,0.993755,1.0,0.948156,0.967161
recoverable_intelligence,122,0.0,0.972767,0.973656,0.985882,1.0,1.0,0.977471,0.986631
recoverable_intelligence,123,0.0,0.959347,0.959618,0.970591,0.982169,0.982169,0.963169,0.970926
recoverable_intelligence,124,0.0,0.956337,0.955837,0.966289,0.974541,0.974919,0.959324,0.965714
recoverable_intelligence,125,0.0,0.949511,0.948298,0.958458,0.963453,0.964321,0.951733,0.956921
recoverable_intelligence,126,0.0,0.951843,0.949896,0.960089,0.961641,0.963169,0.95328,0.957424
recoverable_intelligence,127,0.0,0.938995,0.936461,0.946622,0.945225,0.947366,0.939649,0.943011
recoverable_intelligence,128,0.0,0.958405,0.955137,0.965758,0.9608,0.96382,0.957948,0.960831
recoverable_intelligence,129,0.0,0.96181,0.958264,0.968588,0.961794,0.965248,0.960511,0.96316
recoverable_intelligence,130,0.0,0.945935,0.942212,0.95218,0.94395,0.947759,0.94383,0.946397
recoverable_intelligence,131,0.0,0.939459,0.9353,0.945554,0.934904,0.9394,0.936043,0.93887
recoverable_intelligence,132,0.0,0.95397,0.949319,0.960057,0.946793,0.952078,0.949054,0.95234
recoverable_intelligence,133,0.0,0.973999,0.969189,0.979819,0.965239,0.970956,0.968171,0.971703
recoverable_intelligence,134,0.0,1.0,1.0,1.0,0.999028,1.0,0.999514,0.999786
recoverable_intelligence,135,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
recoverable_intelligence,136,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
recoverable_intelligence,137,0.0,0.985157,0.985157,0.985157,0.985157,0.985157,0.985157,0.985157
recoverable_intelligence,138,0.0,0.955581,0.955314,0.955848,0.954815,0.95513,0.95507,0.955322
recoverable_intelligence,139,0.0,0.966792,0.965764,0.967811,0.963819,0.96505,0.964813,0.965789
recoverable_intelligence,140,0.12642,0.896411,0.901254,0.910486,0.951469,0.955834,0.904043,0.923299
recoverable_intelligence,141,0.0,0.904011,0.906292,0.917417,0.947646,0.952465,0.910146,0.925766
recoverable_intelligence,142,0.0,0.917449,0.917674,0.93017,0.951314,0.956609,0.922256,0.934831
recoverable_intelligence,143,0.0,0.946812,0.945519,0.958729,0.972678,0.978309,0.950458,0.960581
recoverable_intelligence,144,0.0,0.957784,0.95572,0.968514,0.978051,0.983519,0.960538,0.968869
recoverable_intelligence,145,0.0,0.962244,0.959717,0.971802,0.978094,0.983308,0.964271,0.971165
recoverable_intelligence,146,0.0,0.952825,0.949983,0.961343,0.964978,0.96997,0.954231,0.959933
recoverable_intelligence,147,0.0,0.935347,0.932065,0.943181,0.943724,0.948802,0.936072,0.940718
recoverable_intelligence,148,0.0,0.938527,0.934553,0.946114,0.942642,0.948245,0.938283,0.942086
recoverable_intelligence,149,0.0,0.947679,0.943171,0.955006,0.948168,0.954249,0.946336,0.949691
recoverable_intelligence,150,0.0,0.982674,0.977873,0.989624,0.980409,0.986789,0.980288,0.983474
recoverable_intelligence,151,0.0,0.987435,0.983013,0.993446,0.984526,0.990482,0.984918,0.987768
recoverable_intelligence,152,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
recoverable_intelligence,153,0.0,0.992511,0.992511,0.992511,0.992511,0.992511,0.992511,0.992511
recoverable_intelligence,154,0.0,0.97595,0.975815,0.976085,0.975563,0.975722,0.975692,0.975819
recoverable_intelligence,155,0.0,0.965369,0.964821,0.965913,0.963784,0.96444,0.964314,0.964834
recoverable_intelligence,156,0.0,0.960101,0.959008,0.96117,0.956904,0.958242,0.95798,0.959022
recoverable_intelligence,157,0.0,0.998492,0.996838,1.0,0.993589,0.995664,0.995252,0.99682
recoverable_intelligence,158,0.0,0.986415,0.984973,0.987679,0.981976,0.983914,0.98351,0.984904
recoverable_intelligence,159,0.0,1.0,0.999714,1.0,0.996543,0.998608,0.997984,0.998898
fast_but_drifty,0,0.0,0.986456,0.986456,0.986456,0.986456,0.986456,0.986456,0.986456
fast_but_drifty,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fast_but_drifty,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fast_but_drifty,3,0.0,0.99765,0.99765,0.99765,0.99765,0.99765,0.99765,0.99765
fast_but_drifty,4,0.0,0.997229,0.997208,0.99725,0.997194,0.997203,0.997202,0.997216
fast_but_drifty,5,0.0,0.987632,0.987587,0.987676,0.987557,0.987577,0.987574,0.987605
fast_but_drifty,6,0.0,0.995325,0.995172,0.995476,0.99507,0.995138,0.995127,0.995231
fast_but_drifty,7,0.0,0.988879,0.988695,0.989059,0.98857,0.988654,0.98864,0.988765
fast_but_drifty,8,0.0,0.971395,0.971125,0.971659,0.970941,0.971064,0.971043,0.971228
fast_but_drifty,9,0.0,0.954543,0.954035,0.955041,0.95369,0.95392,0.953881,0.954229
fast_but_drifty,10,0.0,0.960814,0.959933,0.961676,0.959335,0.959735,0.959667,0.96027
fast_but_drifty,11,0.0,0.987675,0.986504,0.988812,0.985705,0.98624,0.986149,0.986949
fast_but_drifty,12,0.0,0.991073,0.989876,0.992218,0.989048,0.989603,0.989509,0.990325
fast_but_drifty,13,0.0,0.990016,0.988825,0.991139,0.987992,0.988551,0.988457,0.989266
fast_but_drifty,14,0.0,0.995112,0.993917,0.996224,0.993072,0.99364,0.993544,0.994354
fast_but_drifty,15,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fast_but_drifty,16,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fast_but_drifty,17,0.0,0.993836,0.993836,0.993836,0.993836,0.993836,0.993836,0.993836
fast_but_drifty,18,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fast_but_drifty,19,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fast_but_drifty,20,0.184551,0.901246,0.910473,0.919701,0.919701,0.910473,0.90714,0.91237
fast_but_drifty,21,0.0,0.890878,0.898552,0.908561,0.906633,0.898373,0.895815,0.900643
fast_but_drifty,22,0.0,0.879194,0.885334,0.896268,0.892273,0.884965,0.88311,0.887641
fast_but_drifty,23,0.0,0.913743,0.918354,0.930368,0.924147,0.917781,0.916536,0.920898
fast_but_drifty,24,0.0,0.946585,0.950087,0.96249,0.955008,0.949391,0.948519,0.95272
fast_but_drifty,25,0.0,0.948219,0.950988,0.963173,0.955285,0.950241,0.949591,0.953581
fast_but_drifty,26,0.0,0.946665,0.948769,0.960739,0.952488,0.947976,0.947512,0.95132
fast_but_drifty,27,0.0,0.972907,0.97438,0.986194,0.977546,0.97354,0.973233,0.976897
fast_but_drifty,28,0.0,0.958496,0.959619,0.970831,0.962422,0.958786,0.95857,0.962011
fast_but_drifty,29,0.0,0.948437,0.949105,0.960036,0.951481,0.94825,0.948133,0.951436
fast_but_drifty,30,0.0,0.962263,0.962419,0.973282,0.964334,0.961523,0.961495,0.96473
fast_but_drifty,31,0.0,0.959401,0.959206,0.969768,0.960768,0.958297,0.958327,0.961449
fast_but_drifty,32,0.0,0.962613,0.962067,0.972412,0.963281,0.961139,0.961216,0.964257
fast_but_drifty,33,0.0,0.963189,0.962346,0.972443,0.963253,0.961408,0.961517,0.964478
fast_but_drifty,34,0.0,0.971235,0.970121,0.979987,0.970742,0.969173,0.969305,0.972197
fast_but_drifty,35,0.0,0.994677,0.993384,1.0,0.993785,0.992443,0.992856,0.994811
fast_but_drifty,36,0.0,0.996467,0.995219,1.0,0.995554,0.994331,0.99484,0.996274
fast_but_drifty,37,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fast_but_drifty,38,0.0,0.969247,0.969247,0.969247,0.969247,0.969247,0.969247,0.969247
fast_but_drifty,39,0.0,0.971008,0.970731,0.971284,0.970546,0.970669,0.970649,0.970839
fast_but_drifty,40,0.177197,0.857616,0.865958,0.875848,0.87447,0.865842,0.862971,0.867994
fast_but_drifty,41,0.0,0.855976,0.862436,0.873849,0.869582,0.862061,0.860089,0.864816
fast_but_drifty,42,0.0,0.86263,0.867329,0.880191,0.873178,0.866705,0.865429,0.870025
fast_but_drifty,43,0.0,0.887496,0.89062,0.904712,0.895287,0.889774,0.88899,0.893575
fast_but_drifty,44,0.0,0.876713,0.878599,0.893392,0.882302,0.877594,0.877116,0.881698
fast_but_drifty,45,0.0,0.887159,0.8878,0.903447,0.890529,0.886622,0.886377,0.891067
fast_but_drifty,46,0.0,0.889036,0.888616,0.904874,0.890492,0.887296,0.887198,0.891998
fast_but_drifty,47,0.0,0.893109,0.89172,0.90852,0.892804,0.89027,0.890266,0.895199
fast_but_drifty,48,0.0,0.916809,0.914558,0.931795,0.914921,0.912992,0.913042,0.918109
fast_but_drifty,49,0.0,0.931619,0.928781,0.946005,0.928608,0.927155,0.92723,0.932315
fast_but_drifty,50,0.0,0.957219,0.95397,0.970925,0.953381,0.952315,0.952402,0.957434
fast_but_drifty,51,0.0,0.958366,0.954967,0.971225,0.95414,0.953335,0.953431,0.958277
fast_but_drifty,52,0.0,0.9513,0.94777,0.963375,0.946727,0.946163,0.946261,0.950936
fast_but_drifty,53,0.0,0.951887,0.948173,0.963314,0.946886,0.946573,0.946667,0.951232
fast_but_drifty,54,0.0,0.959421,0.955542,0.970253,0.954029,0.953951,0.954036,0.958501
fast_but_drifty,55,0.0,0.965357,0.961391,0.975579,0.959711,0.959823,0.959899,0.964233
fast_but_drifty,56,0.0,0.951897,0.947905,0.961511,0.946105,0.946369,0.946436,0.950619
fast_but_drifty,57,0.0,0.957151,0.953013,0.966332,0.951019,0.951481,0.95153,0.955657
fast_but_drifty,58,0.0,0.964045,0.95982,0.972786,0.957675,0.958301,0.958332,0.962381
fast_but_drifty,59,0.0,1.0,1.0,1.0,0.998231,0.998982,0.9989,0.999398
fast_but_drifty,60,0.163446,0.897306,0.905478,0.913651,0.911998,0.904531,0.90221,0.906626
fast_but_drifty,61,0.0,0.901314,0.907973,0.917111,0.913496,0.906903,0.905253,0.909384
fast_but_drifty,62,0.0,0.887356,0.892647,0.90262,0.897253,0.891468,0.890344,0.894283
fast_but_drifty,63,0.0,0.887619,0.891516,0.902523,0.895174,0.890205,0.889531,0.893406
fast_but_drifty,64,0.0,0.901456,0.904061,0.91603,0.906826,0.902625,0.902275,0.90618
fast_but_drifty,65,0.0,0.927526,0.929057,0.941675,0.931064,0.927529,0.927385,0.931334
fast_but_drifty,66,0.0,0.92246,0.923228,0.935988,0.924677,0.921666,0.921639,0.925556
fast_but_drifty,67,0.0,0.918929,0.918944,0.931937,0.919836,0.917337,0.917398,0.921335
fast_but_drifty,68,0.0,0.893286,0.89257,0.905854,0.892918,0.890914,0.891033,0.895033
fast_but_drifty,69,0.0,0.89949,0.897865,0.911887,0.897545,0.89611,0.896263,0.900483
fast_but_drifty,70,0.0,0.891695,0.889283,0.903881,0.888371,0.887446,0.887605,0.89202
fast_but_drifty,71,0.0,0.892526,0.889313,0.90459,0.887797,0.887383,0.887526,0.892186
fast_but_drifty,72,0.0,0.888079,0.884129,0.900024,0.882049,0.882113,0.882225,0.887124
fast_but_drifty,73,0.0,0.89573,0.891058,0.907608,0.88842,0.888952,0.889021,0.894179
fast_but_drifty,74,0.0,0.87781,0.872536,0.889557,0.869419,0.870359,0.870382,0.875745
fast_but_drifty,75,0.0,0.865702,0.859708,0.877491,0.856031,0.857428,0.857392,0.86306
fast_but_drifty,76,0.0,0.908519,0.901747,0.920456,0.897472,0.899347,0.899241,0.905272
fast_but_drifty,77,0.0,0.896617,0.88951,0.908303,0.884927,0.887081,0.886931,0.893043
fast_but_drifty,78,0.0,0.88854,0.881014,0.900104,0.87607,0.878534,0.878331,0.884595
fast_but_drifty,79,0.0,0.925122,0.917135,0.936649,0.911804,0.91459,0.914331,0.920788
fast_but_drifty,80,0.094739,0.861507,0.858158,0.882144,0.857418,0.855626,0.85564,0.862803
fast_but_drifty,81,0.0,0.867201,0.862847,0.887228,0.861305,0.860208,0.860242,0.867566
fast_but_drifty,82,0.0,0.883081,0.877845,0.9025,0.875582,0.875117,0.875148,0.882613
fast_but_drifty,83,0.0,0.918482,0.912571,0.937206,0.909724,0.909789,0.909807,0.917326
fast_but_drifty,84,0.0,0.910282,0.904063,0.928054,0.90088,0.901301,0.90131,0.908682
fast_but_drifty,85,0.0,0.91387,0.907291,0.93085,0.903742,0.904531,0.90452,0.911815
fast_but_drifty,86,0.0,0.932507,0.925626,0.948734,0.921756,0.922874,0.922839,0.93005
fast_but_drifty,87,0.0,0.944495,0.937503,0.959869,0.933441,0.934794,0.934742,0.94177
fast_but_drifty,88,0.0,0.943349,0.93636,0.957839,0.932192,0.933716,0.933649,0.940443
fast_but_drifty,89,0.0,0.94593,0.938935,0.959626,0.93466,0.936349,0.936265,0.942853
fast_but_drifty,90,0.0,0.929686,0.922708,0.942636,0.918349,0.920181,0.920079,0.926467
fast_but_drifty,91,0.0,0.931809,0.9247,0.944226,0.920165,0.922196,0.922065,0.928372
fast_but_drifty,92,0.0,0.933337,0.926126,0.94525,0.921438,0.923646,0.923487,0.92971
fast_but_drifty,93,0.0,0.942219,0.934928,0.95366,0.930106,0.932473,0.932286,0.938426
fast_but_drifty,94,0.0,0.938569,0.931283,0.949501,0.926389,0.92887,0.928661,0.934672
fast_but_drifty,95,0.0,0.950618,0.943304,0.961119,0.93832,0.940923,0.940688,0.946606
fast_but_drifty,96,0.0,0.969809,0.962577,0.979809,0.957582,0.960249,0.959997,0.965757
fast_but_drifty,97,0.0,0.974586,0.967602,0.983958,0.962713,0.965363,0.965107,0.970605
fast_but_drifty,98,0.0,0.981921,0.975211,0.990678,0.97045,0.973064,0.972806,0.978034
fast_but_drifty,99,0.0,0.984183,0.977794,0.992314,0.973198,0.975747,0.975491,0.980427
fast_but_drifty,100,0.202501,0.863265,0.867319,0.891057,0.873018,0.865371,0.864458,0.871973
fast_but_drifty,101,0.0,0.879088,0.881619,0.905609,0.886146,0.879542,0.878958,0.886345
fast_but_drifty,102,0.0,0.887423,0.888683,0.912645,0.892201,0.886515,0.886167,0.893418
fast_but_drifty,103,0.0,0.927939,0.928096,0.951905,0.930714,0.925856,0.925683,0.932808
fast_but_drifty,104,0.0,0.957376,0.956873,0.979834,0.958887,0.954647,0.954582,0.961422
fast_but_drifty,105,0.0,0.966616,0.965766,0.987436,0.967388,0.963609,0.963617,0.97006
fast_but_drifty,106,0.0,0.957875,0.956785,0.977121,0.958095,0.954711,0.954775,0.960815
fast_but_drifty,107,0.0,0.944601,0.94321,0.962494,0.944174,0.941195,0.941308,0.947031
fast_but_drifty,108,0.0,0.966955,0.965166,0.983737,0.965726,0.963178,0.963333,0.968843
fast_but_drifty,109,0.0,0.973573,0.971615,0.989142,0.971929,0.969697,0.969879,0.975083
fast_but_drifty,110,0.0,0.982916,0.980861,0.997321,0.980984,0.97902,0.979222,0.984114
fast_but_drifty,111,0.0,0.958131,0.956071,0.971393,0.95607,0.95432,0.954535,0.959094
fast_but_drifty,112,0.0,0.975434,0.973145,0.98788,0.972881,0.971429,0.971653,0.976048
fast_but_drifty,113,0.0,0.98424,0.981895,0.995787,0.981487,0.980246,0.980473,0.984627
fast_but_drifty,114,0.0,0.96886,0.966542,0.979509,0.966053,0.964972,0.965201,0.969087
fast_but_drifty,115,0.0,0.964309,0.961878,0.974281,0.96122,0.960351,0.960576,0.964307
fast_but_drifty,116,0.0,0.971156,0.968579,0.980551,0.967736,0.967082,0.967299,0.970918
fast_but_drifty,117,0.0,0.97428,0.971628,0.983089,0.970652,0.970173,0.970381,0.973861
