scarcity,visibility,coupling,fragmentation,winner,competitive_score,antifragile_score,recursive_score,unification_score
0.0,0.2,0.3,1.0,antifragile,0.76594,0.819019,-0.015077,-0.262159
0.0,0.2,0.4,0.0,unification,-0.509274,-0.015495,0.593654,0.720788
0.0,0.2,0.4,0.1,unification,-0.349048,0.09651,0.539203,0.703133
0.0,0.2,0.4,0.2,unification,-0.276368,0.111926,0.524891,0.575531
0.0,0.2,0.4,0.3,unification,-0.179933,0.308648,0.327456,0.414116
0.0,0.2,0.4,0.4,recursive,-0.129354,0.311837,0.39727,0.324634
0.0,0.2,0.4,0.5,recursive,-0.009258,0.381958,0.492871,0.405087
0.0,0.2,0.4,0.6,antifragile,0.129413,0.501821,0.27254,0.134593
0.0,0.2,0.4,0.7,antifragile,0.254156,0.565107,0.285757,0.06499
0.0,0.2,0.4,0.8,antifragile,0.331901,0.717431,0.26831,0.080874
0.0,0.2,0.4,0.9,antifragile,0.413976,0.847734,0.169989,0.006643
0.0,0.2,0.4,1.0,antifragile,0.589468,0.831181,0.15419,-0.091732
0.0,0.2,0.5,0.0,unification,-0.569352,-0.092049,0.731589,0.915376
0.0,0.2,0.5,0.1,unification,-0.502833,0.047506,0.71169,0.878024
0.0,0.2,0.5,0.2,recursive,-0.4414,0.058673,0.649246,0.642086
0.0,0.2,0.5,0.3,unification,-0.336127,0.17569,0.556011,0.60488
0.0,0.2,0.5,0.4,unification,-0.192528,0.261289,0.459383,0.481025
0.0,0.2,0.5,0.5,recursive,0.064082,0.404876,0.499338,0.415546
0.0,0.2,0.5,0.6,antifragile,0.050702,0.449322,0.282415,0.2861
0.0,0.2,0.5,0.7,antifragile,0.079469,0.467511,0.315232,0.336248
0.0,0.2,0.5,0.8,antifragile,0.277778,0.739528,0.355549,0.224128
0.0,0.2,0.5,0.9,antifragile,0.344955,0.796198,0.331436,0.071168
0.0,0.2,0.5,1.0,antifragile,0.527977,0.893309,0.227522,-0.041138
0.0,0.2,0.6,0.0,unification,-0.749206,-0.115675,0.75635,0.950374
0.0,0.2,0.6,0.1,unification,-0.578671,0.003527,0.73091,0.982594
0.0,0.2,0.6,0.2,unification,-0.406151,0.019935,0.744179,0.793451
0.0,0.2,0.6,0.3,unification,-0.307756,0.168399,0.599393,0.644615
0.0,0.2,0.6,0.4,unification,-0.258578,0.182031,0.628365,0.72584
0.0,0.2,0.6,0.5,unification,-0.179846,0.370099,0.50373,0.533576
0.0,0.2,0.6,0.6,recursive,0.008725,0.448073,0.586982,0.455888
0.0,0.2,0.6,0.7,antifragile,0.129967,0.549871,0.499789,0.372642
0.0,0.2,0.6,0.8,antifragile,0.187522,0.634225,0.378197,0.343104
0.0,0.2,0.6,0.9,antifragile,0.332512,0.764678,0.456848,0.297467
0.0,0.2,0.6,1.0,antifragile,0.391253,0.848653,0.30882,0.141168
0.0,0.2,0.7,0.0,unification,-0.809987,-0.073996,0.843185,1.104099
0.0,0.2,0.7,0.1,unification,-0.610319,-0.168531,0.684295,1.069792
0.0,0.2,0.7,0.2,unification,-0.556977,0.047522,0.67868,0.943838
0.0,0.2,0.7,0.3,unification,-0.349825,0.17121,0.713485,0.838047
0.0,0.2,0.7,0.4,unification,-0.359729,0.11854,0.677882,0.817274
0.0,0.2,0.7,0.5,unification,-0.308781,0.286929,0.567127,0.641732
0.0,0.2,0.7,0.6,unification,-0.117326,0.31078,0.615714,0.642693
0.0,0.2,0.7,0.7,unification,-0.022555,0.385965,0.495179,0.581645
0.0,0.2,0.7,0.8,antifragile,-0.0389,0.587624,0.446,0.475229
0.0,0.2,0.7,0.9,antifragile,0.176244,0.720198,0.493273,0.441811
0.0,0.2,0.7,1.0,antifragile,0.309853,0.813802,0.350747,0.324521
0.0,0.2,0.8,0.0,unification,-0.908025,-0.218038,0.908888,1.161856
0.0,0.2,0.8,0.1,unification,-0.748561,-0.046627,0.884647,1.075555
0.0,0.2,0.8,0.2,unification,-0.65619,0.037101,0.736101,1.016262
0.0,0.2,0.8,0.3,unification,-0.496173,0.108505,0.810599,1.077975
0.0,0.2,0.8,0.4,unification,-0.406572,0.222894,0.885537,0.88931
0.0,0.2,0.8,0.5,unification,-0.359894,0.30639,0.73195,0.788664
0.0,0.2,0.8,0.6,unification,-0.26162,0.495492,0.686342,0.693386
0.0,0.2,0.8,0.7,unification,-0.054203,0.469543,0.617356,0.673114
